Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.12","Oil of linseed","2020","2020","t","359.73","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.12","Oil of linseed","2020","2020","1000 USD","1686","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.12","Oil of linseed","2021","2021","t","599.94","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.12","Oil of linseed","2021","2021","1000 USD","1983","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.12","Oil of linseed","2022","2022","t","243.83","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.12","Oil of linseed","2022","2022","1000 USD","962","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.12","Oil of linseed","2023","2023","t","507.68","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.12","Oil of linseed","2023","2023","1000 USD","1484","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.02","Oil of maize","2000","2000","t","0","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.02","Oil of maize","2000","2000","1000 USD","0","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.02","Oil of maize","2001","2001","t","20","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.02","Oil of maize","2001","2001","1000 USD","14","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.02","Oil of maize","2002","2002","t","0","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","356","India","5922","Export value","21691.02","Oil of maize","2002","2002","1000 USD","0","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.02","Oil of maize","2003","2003","t","152","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.02","Oil of maize","2003","2003","1000 USD","59","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.02","Oil of maize","2004","2004","t","10","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.02","Oil of maize","2004","2004","1000 USD","10","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.02","Oil of maize","2005","2005","t","21","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.02","Oil of maize","2005","2005","1000 USD","25","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.02","Oil of maize","2006","2006","t","7","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.02","Oil of maize","2006","2006","1000 USD","7","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.02","Oil of maize","2007","2007","t","137","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.02","Oil of maize","2007","2007","1000 USD","212","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.02","Oil of maize","2008","2008","t","4","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.02","Oil of maize","2008","2008","1000 USD","5","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.02","Oil of maize","2009","2009","t","36","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.02","Oil of maize","2009","2009","1000 USD","47","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.02","Oil of maize","2010","2010","t","413","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.02","Oil of maize","2010","2010","1000 USD","542","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.02","Oil of maize","2011","2011","t","13","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.02","Oil of maize","2011","2011","1000 USD","20","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.02","Oil of maize","2012","2012","t","63","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.02","Oil of maize","2012","2012","1000 USD","87","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.02","Oil of maize","2013","2013","t","59","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.02","Oil of maize","2013","2013","1000 USD","128","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.02","Oil of maize","2014","2014","t","25.42","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.02","Oil of maize","2014","2014","1000 USD","51","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.02","Oil of maize","2015","2015","t","241.08","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.02","Oil of maize","2015","2015","1000 USD","365","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.02","Oil of maize","2016","2016","t","81.24","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.02","Oil of maize","2016","2016","1000 USD","273","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.02","Oil of maize","2017","2017","t","22.4","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.02","Oil of maize","2017","2017","1000 USD","119","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.02","Oil of maize","2018","2018","t","11.64","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.02","Oil of maize","2018","2018","1000 USD","90","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.02","Oil of maize","2019","2019","t","7.38","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.02","Oil of maize","2019","2019","1000 USD","53","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.02","Oil of maize","2020","2020","t","66.89","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.02","Oil of maize","2020","2020","1000 USD","134","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.02","Oil of maize","2021","2021","t","20.01","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.02","Oil of maize","2021","2021","1000 USD","152","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.02","Oil of maize","2022","2022","t","51.34","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.02","Oil of maize","2022","2022","1000 USD","286","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.02","Oil of maize","2023","2023","t","328.27","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.02","Oil of maize","2023","2023","1000 USD","766","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21673","Oil of olive residues","2000","2000","t","0","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21673","Oil of olive residues","2000","2000","1000 USD","0","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21673","Oil of olive residues","2001","2001","t","77","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21673","Oil of olive residues","2001","2001","1000 USD","61","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21673","Oil of olive residues","2002","2002","t","103","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21673","Oil of olive residues","2002","2002","1000 USD","74","A","Official figure",""
